SL.NO,All India Rank,Course Code,Name of the College Allotted.,Course Name,Allotted Category,Course_fees,Status,Exam year,Counselling Type,State,Round,District
3849,23435,M02GC3,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. Paediatrics,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
3850,23454,M21GD6,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.S. Obstetrics and Gynecology,2AH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3851,23531,M16GD4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3852,23571,M56GC3,"ESI Medical College, Gulbarga",M.D. Paediatrics,SCH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
3853,23583,M21PD3,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.S. Orthopedics,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3854,23599,M26GC5,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.D. Radio Diagnosis,SCH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3855,23625,M16PD2,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.S. ENT,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3856,23647,M14PD1,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.S. Opthalamology,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3857,23674,M04GD2,"Vijayanagar Institute of Medical Sciences ,Bellary",M.S. ENT,2BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bellary
3858,23720,M53PC3,"The Oxford Medical College Hospital and Research Center,Bangalore",M.D. Paediatrics,ME,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3859,23727,M48PD6,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.S. Obstetrics and Gynecology,RC3,1280775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3860,23803,M01GB2,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Pathology,GM,69150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3861,23806,M43GD5,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.S. General Surgery,1G,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3862,23810,M27PC3,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.D. Paediatrics,GMP,2875650.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3863,23813,M31GD3,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.S. Orthopedics,1G,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3864,23870,M16PD5,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.S. General Surgery,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3865,23896,M03GC6,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. Psychiatry,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3866,23935,M14GD3,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.S. Orthopedics,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3867,23943,M31GD4,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3868,23952,M14GD1,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.S. Opthalamology,1G,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3869,23955,M23GD5,"Sri Basaveshwara Medical College and Hospital ,NH-4, S.J.M Campus,Chitradurga",M.S. General Surgery,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Chitradurga
3870,23980,M21GC6,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.D. Psychiatry,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3871,24039,M21PD3,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.S. Orthopedics,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3872,24041,M18GD3,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.S. Orthopedics,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3873,24047,M19GD5,"K.Venkataramana Gowda Medical College and Hospital ,Kurunjibag,Dakshina Kannada,Sullia",M.S. General Surgery,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dakshina Kannada
3874,24052,M14GC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,SCG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3875,24065,M14GD4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Anaesthesia,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3876,24090,M43GC7,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Respiratory Medicine,1G,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3877,24091,M16GC4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. General Medicine,SCG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3878,24093,M30PD6,"Navodaya Medical College ,PB No.26,Navodaya Nagar,Raichur",M.S. Obstetrics and Gynecology,GMPH,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Raichur
3879,24096,M16GD4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Anaesthesia,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3880,24102,M59PD6,"Subbaiah Institute of Medical Science,Shimoga",M.S. Obstetrics and Gynecology,ME,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Shimoga
3881,24123,M03GB2,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. Pathology,GM,69150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3882,24131,M20GD3,"Dr. B.R. Ambedkar Medical College ,Kadugondanahalli,Bangalore",M.S. Orthopedics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3883,24222,M20GC1,"Dr. B.R. Ambedkar Medical College ,Kadugondanahalli,Bangalore",M.D. Dermatology,2BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3884,24224,M43GD3,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.S. Orthopedics,3BG,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3885,24226,M18GD4,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3886,24230,M59PC3,"Subbaiah Institute of Medical Science,Shimoga",M.D. Paediatrics,ME,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Shimoga
3887,24242,M43GC6,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Psychiatry,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3888,24266,M05GC6,"Mandya Institute of Medical Sciences ,District Hospital,Mandya",M.D. Psychiatry,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3889,24272,M58GD5,"Kanachur Institute of Medical Science and Research Centre,Mangalore",M.S. General Surgery,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3890,24299,M06GC6,"Belgaum Institute of Medical Sciences ,Dr B R Ambedkar Road,Belgaum",M.D. Psychiatry,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Belgaum
3891,24313,M15GD4,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Anaesthesia,3BG,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3892,24386,M16PD2,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.S. ENT,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3893,24392,M05GC3,"Mandya Institute of Medical Sciences ,District Hospital,Mandya",M.D. Paediatrics,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3894,24417,M18GD5,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.S. General Surgery,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3895,24419,M07GD1,"Hassan Institute of Medical Sciences ,Hassan",M.S. Opthalamology,2BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Hassan
3896,24427,M55GC4,"Gulbarga Institute of Medical Sciences, Gulbarga",M.D. General Medicine,SCH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
3897,24470,M16GD3,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.S. Orthopedics,GMH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3898,24502,M24PC4,"Al-Ameen Medical College ,Athani Road,Bijapur",M.D. General Medicine,MM,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,bijapur
3899,24535,M15PC4,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. General Medicine,OPN,5040750.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3900,24580,M14GD4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Anaesthesia,GMH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3901,24651,M01GB2,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Pathology,GM,69150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3902,24656,M14GD5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.S. General Surgery,2BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3903,24657,M27PD6,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.S. Obstetrics and Gynecology,GMP,2875050.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3904,24719,M17GD1,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.S. Opthalamology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
3905,24735,M16GD3,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.S. Orthopedics,3AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3906,24793,M03GC6,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. Psychiatry,2BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3907,24799,M46PD3,"B G S Global Institute of Medical Sciences,Bangalore",M.S. Orthopedics,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3908,24860,M26PD5,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.S. General Surgery,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3909,24960,M27PD5,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.S. General Surgery,OPN,2325250.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3910,24989,M25PC9,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D Emergency Medicine,MC,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3911,24994,M20GD5,"Dr. B.R. Ambedkar Medical College ,Kadugondanahalli,Bangalore",M.S. General Surgery,GMH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3912,25001,M43GC6,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Psychiatry,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3913,25021,M15PC4,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. General Medicine,OPN,5040750.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3914,25077,M25PC3,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. Paediatrics,MC,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3915,25114,M17GD1,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.S. Opthalamology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
3916,25154,M31GD4,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3917,25186,M21PD5,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.S. General Surgery,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3918,25264,M21GD4,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3919,25287,M30PC1,"Navodaya Medical College ,PB No.26,Navodaya Nagar,Raichur",M.D. Dermatology,MEH,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Raichur
3920,25288,M17GD1,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.S. Opthalamology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
3921,25304,M16GC7,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Respiratory Medicine,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3922,25328,M27GD4,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3923,25331,M04GC4,"Vijayanagar Institute of Medical Sciences ,Bellary",M.D. General Medicine,STG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bellary
3924,25340,M21GD4,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3925,25358,M48PD4,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. Anaesthesia,OPN,1240775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3926,25403,M54GC7,"Shridevi Institute of Medical Sciences and Research Hospital,Tumkur",M.D. Respiratory Medicine,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Tumkur
3927,25407,M56GD1,"ESI Medical College, Gulbarga",M.S. Opthalamology,2AH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
3928,25412,M03GC3,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. Paediatrics,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3929,25449,M19PC7,"K.Venkataramana Gowda Medical College and Hospital ,Kurunjibag,Dakshina Kannada,Sullia",M.D. Respiratory Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dakshina Kannada
3930,25461,M38GD5,"ESI Medical College ,Bangalore",M.S. General Surgery,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3931,25472,M28PC5,"M.V.J.Medical College and Research Hospital ,30th KM, NH 4,Hoskote,Channasandra, Bangalore",M.D. Radio Diagnosis,MA,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3932,25523,M26PD6,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.S. Obstetrics and Gynecology,ME,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3933,25581,M24PC3,"Al-Ameen Medical College ,Athani Road,Bijapur",M.D. Paediatrics,MM,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,bijapur
3934,25588,M20PD5,"Dr. B.R. Ambedkar Medical College ,Kadugondanahalli,Bangalore",M.S. General Surgery,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3935,25619,M02GD5,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. General Surgery,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
3936,25628,M10GD4,"Bidar Institute of Medical Sciences ,Udgir Road,Bidar",M.D. Anaesthesia,2AH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bidar
3937,25641,M61GD4,"Kodagu Institute of Medical Sciences, Madikeri",M.D. Anaesthesia,2AH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Kodagu
3938,25688,M16PD3,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.S. Orthopedics,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3939,25694,M03GD1,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.S. Opthalamology,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3940,25770,M01GB4,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Community Medicine,GM,69150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3941,25781,M18GD3,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.S. Orthopedics,1G,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3942,25792,M26GD4,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3943,25824,M16GC4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. General Medicine,SCG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3944,25935,M24GD5,"Al-Ameen Medical College ,Athani Road,Bijapur",M.S. General Surgery,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,bijapur
3945,25941,M58GD1,"Kanachur Institute of Medical Science and Research Centre,Mangalore",M.S. Opthalamology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3946,25955,M43GD5,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.S. General Surgery,GMH,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3947,25988,M02GB2,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. Pathology,GM,69150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
3948,26034,M27GD4,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.D. Anaesthesia,3BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3949,26043,M16PD4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Anaesthesia,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3950,26056,M27PC9,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.D Emergency Medicine,OPN,766450.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3951,26060,M21GD4,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.D. Anaesthesia,3BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3952,26068,M31PD5,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.S. General Surgery,MU,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3953,26123,M14PD4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Anaesthesia,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3954,26158,M19GD5,"K.Venkataramana Gowda Medical College and Hospital ,Kurunjibag,Dakshina Kannada,Sullia",M.S. General Surgery,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dakshina Kannada
3955,26169,M24GD5,"Al-Ameen Medical College ,Athani Road,Bijapur",M.S. General Surgery,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,bijapur
3956,26183,M38GD6,"ESI Medical College ,Bangalore",M.S. Obstetrics and Gynecology,STG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3957,26187,M15PC5,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Radio Diagnosis,GMP,5540750.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3958,26188,M01GD5,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. General Surgery,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3959,26222,M63GD5,"East Point College of Medical Science and Research Center, Bangalore",M.S. General Surgery,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3960,26226,M43GD1,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.S. Opthalamology,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3961,26236,M31GD5,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.S. General Surgery,2BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3962,26261,M46PD5,"B G S Global Institute of Medical Sciences,Bangalore",M.S. General Surgery,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3963,26275,M48PD4,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. Anaesthesia,GMP,1240775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3964,26353,M25PD5,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.S. General Surgery,MC,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3965,26415,M19GD3,"K.Venkataramana Gowda Medical College and Hospital ,Kurunjibag,Dakshina Kannada,Sullia",M.S. Orthopedics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dakshina Kannada
3966,26425,M26GC4,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.D. General Medicine,SCG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3967,26482,M31GD2,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.S. ENT,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3968,26537,M21GD2,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.S. ENT,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3969,26544,M01GD2,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. ENT,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3970,26643,M37GD4,"Yenepoya Medical College,Nithyanandanagar Post,Deralakatte,Mangalore (D)",M.D. Anaesthesia,GM,823858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3971,26701,M26PD6,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.S. Obstetrics and Gynecology,ME,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3972,26730,M19GC6,"K.Venkataramana Gowda Medical College and Hospital ,Kurunjibag,Dakshina Kannada,Sullia",M.D. Psychiatry,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dakshina Kannada
3973,26820,M01GD4,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Anaesthesia,1H,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3974,26852,M17GD5,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.S. General Surgery,2BH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
3975,26870,M16GC9,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D Emergency Medicine,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3976,26872,M16GD4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Anaesthesia,3BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3977,26874,M05GC3,"Mandya Institute of Medical Sciences ,District Hospital,Mandya",M.D. Paediatrics,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3978,26907,M18GD4,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3979,26909,M04GD2,"Vijayanagar Institute of Medical Sciences ,Bellary",M.S. ENT,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bellary
3980,26942,M03GD6,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.S. Obstetrics and Gynecology,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3981,26983,M30GC1,"Navodaya Medical College ,PB No.26,Navodaya Nagar,Raichur",M.D. Dermatology,SCG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Raichur
3982,27096,M48PD2,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.S. ENT,RC3,1205775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3983,27125,M58GD3,"Kanachur Institute of Medical Science and Research Centre,Mangalore",M.S. Orthopedics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3984,27127,M22GC6,"S. Nijalingappa Medical College and Research Centre ,B.V.V. Sanga,Navanagara,Bagalkot",M.D. Psychiatry,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bagalkot
3985,27130,M01GD1,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. Opthalamology,1G,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
